Nitrogen,Phosphorus,Potassium,Soil Temperature,Moisture,pH,Humidity,Air Temperature,Crop
19,39,17,27.28,98,5.96,81.8,26.34,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
39,37,15,29,90,7.19,83.79,31.22,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
33,37,19,26.93,99,5.95,86.55,31.59,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,54,17,27.55,99,6.87,88.96,30.39,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,51,15,27.36,98,5.56,89.19,31.06,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,54,20,25.56,97,6.5,83.64,27.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
29,45,16,25.44,94,6.94,87.91,31.82,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,40,21,25.8,91,7.16,80.46,26.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,37,22,25.73,95,6.44,89.13,31.91,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,44,19,27.96,93,7.15,83.53,31.56,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,45,17,27.17,96,7.12,83.7,29.64,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,45,23,26.78,87,5.92,86.69,26.28,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,48,21,27.44,97,7.13,83.49,28.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
56,79,15,27.48,89,7.15,63.2,29.88,BR3_BR16_BRRIdhan27_BRRIdhan48
25,62,21,26.73,89,6.12,68.14,30.67,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
42,61,22,26.27,86,5.6,62.29,32.78,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
42,73,25,26.04,87,7.03,67.21,31.33,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
44,58,18,25.94,80,6.76,65.07,27.47,BR3_BR16_BRRIdhan27_BRRIdhan48
50,55,16,25.81,93,6.31,65.34,30.08,BR3_BR16_BRRIdhan27_BRRIdhan48
35,72,21,27.04,95,6.69,64.29,28.15,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,64,20,26.86,94,7.05,61.57,26.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
27,64,21,27.84,93,6.51,68.68,28.8,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
50,74,17,27.1,89,6.26,63.36,32.59,BR3_BR16_BRRIdhan27_BRRIdhan48
39,73,24,25.66,32,6.21,61.18,30.99,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
57,67,25,27.35,37,6.81,66.61,28.57,BR3_BR16_BRRIdhan27_BRRIdhan48
52,63,19,26.59,38,7.07,68.32,32.52,BR3_BR16_BRRIdhan27_BRRIdhan48
55,66,22,27.91,39,5.78,68.79,32.47,BR3_BR16_BRRIdhan27_BRRIdhan48
51,56,18,26.13,39,6.73,64.21,29.22,BR3_BR16_BRRIdhan27_BRRIdhan48
36,66,15,27.09,32,7.03,69.35,30.57,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
59,55,19,27.74,33,7.01,62.51,27.62,BR3_BR16_BRRIdhan27_BRRIdhan48
50,58,23,27.81,34,6.28,62.5,29.76,BR3_BR16_BRRIdhan27_BRRIdhan48
30,65,25,22.89,36,6.41,64.59,29.43,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,62,18,29.36,36,7.98,64.99,28.61,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
58,71,15,27.83,38,7.11,67.59,31.9,BR3_BR16_BRRIdhan27_BRRIdhan48
25,71,24,28.5,37,7.13,60.45,28.78,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
52,71,16,27.74,35,7.67,68.54,28.86,BR3_BR16_BRRIdhan27_BRRIdhan48
40,63,18,27.42,35,7.11,67.66,30.1,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,60,25,27.33,40,6.85,69.09,30.94,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
48,61,21,27.28,46,6.92,61.69,30.5,BR3_BR16_BRRIdhan27_BRRIdhan48
49,68,22,26.57,46,5.96,61.53,29.31,BR3_BR16_BRRIdhan27_BRRIdhan48
48,62,15,25.37,47,6.51,66.64,32.86,BR3_BR16_BRRIdhan27_BRRIdhan48
32,66,17,25.95,47,6.63,65.27,30.44,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,63,22,25.1,47,5.79,67.73,30.26,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,72,19,27.48,49,6.07,64.35,28.49,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,65,21,26.86,40,7.13,68.59,30.13,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
41,78,21,25.2,49,7.18,60.37,32.39,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
53,67,17,26.78,48,7.13,69.02,30.24,BR3_BR16_BRRIdhan27_BRRIdhan48
39,60,21,24.9,44,6.31,63.6,29.73,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,76,17,26.74,44,6.9,68.64,30.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,78,19,27.16,42,7.17,66.76,32.29,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
57,60,17,27.24,41,7.16,67.89,28.9,BR3_BR16_BRRIdhan27_BRRIdhan48
56,75,15,30.2,41,5.66,60.07,33.03,BR3_BR16_BRRIdhan27_BRRIdhan48
49,72,15,27.56,40,6.56,67.84,28.7,BR3_BR16_BRRIdhan27_BRRIdhan48
24,80,19,29.68,44,7.19,69.09,30.49,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
49,76,18,27.05,45,5.99,67.7,32.9,BR3_BR16_BRRIdhan27_BRRIdhan48
28,68,19,34.64,45,7.13,61.39,26.92,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
55,78,21,33.39,46,7.14,62.94,32.96,BR3_BR16_BRRIdhan27_BRRIdhan48
50,64,25,28.84,46,7.17,63.37,29.7,BR3_BR16_BRRIdhan27_BRRIdhan48
34,80,19,27.49,49,6.97,63.06,29.28,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,68,23,25.55,48,6.97,63.95,28.18,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
55,67,16,25.37,48,5.74,69.69,27.34,BR3_BR16_BRRIdhan27_BRRIdhan48
23,70,15,25.6,51,5.56,63.11,26.8,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
53,74,15,27.43,51,6.67,64.94,27.27,BR3_BR16_BRRIdhan27_BRRIdhan48
26,67,16,26.11,53,6.62,67.91,31.59,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
33,80,22,27.17,54,7,65.72,27.53,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,79,19,27.04,52,7.03,69.35,29.26,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
33,75,21,27.05,52,6.8,68.94,30.2,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,55,20,26.95,59,5.95,69.96,30.29,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,68,17,27.12,58,6.9,60.12,29.1,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
43,68,20,27.08,59,7.06,66.18,30.6,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
44,76,22,27.26,57,5.61,68.01,31.43,BR3_BR16_BRRIdhan27_BRRIdhan48
34,60,16,27.36,58,5.97,64.25,28.11,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,72,17,26.52,59,7.08,66.56,29.16,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,68,19,27.4,54,6.64,64.26,29.25,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
41,62,15,27.38,53,5.63,64.15,28.58,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,65,23,28.39,53,5.99,61.89,30.92,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
35,64,15,28.47,61,7.05,63.54,28.17,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
52,58,16,30.64,61,6.46,61.15,29.21,BR3_BR16_BRRIdhan27_BRRIdhan48
58,75,25,25.26,65,7.02,61.37,28.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
34,66,19,25.97,67,6.61,60.18,30.92,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
52,70,16,26.67,66,6.16,66.6,31.91,BR3_BR16_BRRIdhan27_BRRIdhan48
23,57,19,26.84,66,7.04,68,28.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
42,58,25,27.46,68,6.39,62.9,32.8,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,62,17,25.69,69,5.84,69.84,29.01,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
44,75,22,25.03,68,5.77,64.15,27.36,BR3_BR16_BRRIdhan27_BRRIdhan48
21,80,20,28.21,65,6.7,68.27,27.89,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
56,76,16,28.27,64,6.35,61.19,31.24,BR3_BR16_BRRIdhan27_BRRIdhan48
29,76,15,28.54,63,6.17,64.2,29.46,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
43,61,20,26.87,61,6.57,61.61,30.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
55,60,15,25.8,60,6.35,68.78,33.01,BR3_BR16_BRRIdhan27_BRRIdhan48
44,63,15,26.42,60,7.2,64.51,28.9,BR3_BR16_BRRIdhan27_BRRIdhan48
29,67,21,25.79,62,7.02,63.39,30.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
47,63,16,27.44,68,7.01,67.1,28.57,BR3_BR16_BRRIdhan27_BRRIdhan48
40,68,17,26.13,70,6.37,65.15,28.57,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
58,61,15,26.95,77,7.03,64.23,32.79,BR3_BR16_BRRIdhan27_BRRIdhan48
41,74,18,26.76,79,7.08,61.03,29.78,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
58,79,17,27.25,78,7.18,66.1,29.38,BR3_BR16_BRRIdhan27_BRRIdhan48
27,62,24,25.63,78,6.54,66.77,29.46,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
27,60,17,26.42,77,7.19,63.65,31.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
52,65,20,22.82,72,5.51,66.16,33.2,BR3_BR16_BRRIdhan27_BRRIdhan48
44,55,25,29.63,76,6.24,65.91,32.21,BR3_BR16_BRRIdhan27_BRRIdhan48
21,62,24,22.49,75,5.74,62.73,29.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
60,59,22,21.87,74,7.13,66.74,31.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
33,77,21,27.33,73,6.97,65.63,26.8,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
59,58,17,28.55,77,7.16,66.31,31.78,BR3_BR16_BRRIdhan27_BRRIdhan48
29,63,17,24.03,71,5.66,67.89,28.22,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
59,63,18,24.66,71,5.51,60.13,28.08,BR3_BR16_BRRIdhan27_BRRIdhan48
29,70,15,25.33,73,6.56,63.55,29.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
58,73,16,25.37,74,6.43,65.68,31.98,BR3_BR16_BRRIdhan27_BRRIdhan48
55,77,22,25.43,74,7.13,62.99,32.38,BR3_BR16_BRRIdhan27_BRRIdhan48
42,79,23,27.02,75,6.24,63.29,29.06,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
44,77,21,27.04,75,6.79,61.3,30.61,BR3_BR16_BRRIdhan27_BRRIdhan48
38,62,25,27.05,75,7.2,67.78,30.59,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
32,76,15,26.05,39,5.69,63.5,32.52,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,61,22,26.44,48,7.02,63.28,29.73,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
38,60,20,26.85,67,7.1,60.64,29.79,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
11,74,17,21.36,52,6.53,69.92,31.77,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,71,16,26.29,79,5.89,68.52,26.6,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
29,71,18,22.17,82,7.1,62.14,32.02,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,72,18,26.58,88,5.87,60.98,29.27,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,59,21,26.59,66,6.51,66.14,31.92,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,64,20,19.13,77,6.68,62.58,32.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
8,58,17,28.75,78,5.57,69.16,32.17,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,77,20,25.79,79,5.95,60.28,30.64,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,75,22,23.89,68,5.7,61.79,31.66,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
3,69,23,28.67,62,7.04,63.19,28.19,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
27,80,24,28.42,39,6.27,61.77,29.06,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
39,78,15,21.35,90,6.31,62.6,29.88,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
40,79,17,21.13,91,7.02,63.19,31.55,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,62,22,24.02,47,7.15,61.62,26.96,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
31,60,24,25.4,77,6.63,65.86,27.27,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,67,22,29.03,97,7.05,64.49,29.35,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
3,78,18,20.21,87,7.09,68.65,29.05,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,80,16,29.2,67,7.05,68.02,31.55,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,61,24,18.3,77,6.86,69.69,29.81,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,66,20,27.41,89,7.06,63.42,30.18,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,61,21,24.84,99,6.2,60.09,27.97,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
9,60,21,29.94,80,6.14,67.31,29.57,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
18,66,22,25.88,78,6.18,67.55,29.02,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
32,56,18,20.05,90,5.62,65.84,30.78,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,72,15,22.99,77,7.02,66.71,26.15,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
15,77,20,25.13,86,5.92,66.93,28.15,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,65,24,28.5,34,7.04,62.45,27.65,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,79,22,18.29,85,5.85,69.49,29.19,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
3,63,16,24.38,68,5.92,61.18,30.94,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,78,23,21.32,31,7.08,66.44,28.83,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,78,18,18.54,45,5.95,62.71,29.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,67,25,25.29,78,6.6,60.86,29.43,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
39,65,23,25.43,39,7.02,69.13,31.42,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,72,15,28.84,83,7.07,69.76,31.96,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
18,57,21,27.38,60,7.18,63.94,28.84,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
31,58,15,28.32,65,6.77,60.19,31.11,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,58,25,27.48,34,6.85,62.05,27.35,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
5,65,19,18.28,30,6.81,68.1,31.71,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
16,65,19,27.61,60,6.09,69.3,32.18,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
34,65,19,23.44,52,6.56,63.22,27.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,69,19,20.96,51,5.55,63.68,29.95,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,55,16,23.79,56,7.04,68.03,27.78,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
24,61,17,22.64,51,6.44,65.45,28.63,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,79,15,21.54,67,5.64,65.47,30.69,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,63,17,29.88,73,7.03,65.73,29.68,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
27,61,15,25.27,66,7.02,67.1,29.43,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
24,70,16,25.18,80,5.73,68.93,30.97,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,74,25,24.12,76,6.92,61.1,27.37,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,64,23,23.34,57,6.21,67.4,31.07,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,58,23,21.75,51,7.06,63.4,29.69,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
32,79,22,27.6,47,7.13,63.46,29.69,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,68,18,24.39,48,7.61,62.5,31.12,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,79,20,24.98,92,7.08,66.9,28.16,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
38,77,22,28.23,84,7.09,69.32,31.16,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
17,74,17,26.03,92,7.07,69.56,30.26,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,68,24,28.05,95,7.01,64.08,30.87,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,75,17,24.87,98,5.54,64,28.46,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
32,78,22,23.97,100,7.07,62.36,28.38,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,79,19,20.06,100,7.19,67.76,28.87,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,60,18,19.59,104,7.54,61.29,30.77,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,69,16,29.77,99,6.79,66.29,29.77,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
1,67,21,27.52,99,7.13,60.54,27.6,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,67,23,25.63,77,6.34,63.15,27.85,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
36,67,20,20.39,100,6.31,60.48,30.43,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,70,21,25.39,96,6.74,60.5,31,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,71,19,24.91,80,7.14,60.71,32.7,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,68,16,27.7,72,7.17,63.21,32.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,66,22,18.06,83,6.29,65.1,29.62,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
16,65,16,18.13,48,5.81,62.46,27.03,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,59,22,23.83,73,5.57,67.9,26.49,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
33,59,19,23.19,93,6.59,62.75,32.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,63,17,25.09,87,7.17,68.18,31.2,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,69,21,25.87,61,7.13,61.88,26.32,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,75,17,18.44,88,6.26,68.05,28.23,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,61,18,27.15,58,7.15,67.03,28.56,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,74,17,23.33,69,7.15,64.51,32.33,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
35,74,22,26.72,81,7.1,62.97,29.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
7,63,24,19.56,98,6.29,64.45,29.61,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
9,56,17,26.14,62,7.16,66.77,30.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,74,15,28,95,7.14,65.58,26.12,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,76,20,29.06,100,6.65,62.11,32.1,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
36,65,16,25.71,96,7.08,64.11,29.63,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,67,21,21.8,95,6.28,63.73,32.22,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,79,16,24.71,96,5.94,60.27,30.36,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
40,61,22,20.95,81,7.1,65.81,27.68,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,70,19,24.85,92,6.61,68.98,30.29,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,80,19,21.91,87,6.85,65.22,28.05,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,77,20,25.93,82,7.07,68.71,26.22,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,67,22,29.82,33,6.14,69.41,26.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
7,73,25,27.52,54,6.52,63.13,32.53,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
10,56,18,28,65,6.08,68.64,30.55,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
39,70,15,20.77,54,6.54,63.9,30.18,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,56,22,23.05,33,6.97,60.42,30.79,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
9,77,17,21.66,75,7.07,63.58,29.94,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,59,19,26.25,50,7.12,67.63,26.25,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
34,73,15,20.97,83,6.46,63.83,27.54,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
33,77,15,23.9,80,6.94,66.32,30.95,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,24,38,24.56,69,5.8,91.64,29.36,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,18,37,19.66,33,6.01,89.94,29.98,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
8,26,36,18.78,74,6.98,87.4,32.21,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
37,18,39,24.15,83,6.48,94.51,27.38,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,27,38,22.45,49,7.07,89.9,32.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
31,25,38,24.96,50,6.9,92.41,29.09,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,21,38,22.55,50,5.7,89.33,27.21,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
6,30,40,22.77,49,6.45,91.45,28.82,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,27,41,19.2,68,7.14,94.28,26.56,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
15,11,38,23.13,63,7.08,92.68,29.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,5,36,24.93,85,6.8,85.19,32.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
16,10,41,24.77,72,5.68,85.64,26.26,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
36,7,37,19.87,65,6.1,86.36,30.92,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,20,41,24.27,71,7.07,93.8,29.97,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
29,22,40,23.63,64,7.06,89.73,28.61,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
16,15,42,19.68,53,7.09,89.09,30.83,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
18,27,41,22.37,56,6.31,92.31,27.68,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
11,18,42,21.58,58,6.7,94.88,28.02,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
5,15,38,18.26,80.36,7.11,88.17,32.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
18,23,44,23.71,79,6.81,89.62,30.68,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
9,8,40,22.49,85,6.21,89.92,29.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
40,27,45,21.66,89,6.3,94.79,27.33,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,23,44,20.13,36,6.8,89.32,28.15,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
9,16,39,18.41,55,7.18,91.12,27.12,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,29,40,19.68,65,6.65,89.75,31.14,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
0,17,42,23.2,76,5.63,91.19,30.52,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
2,21,44,18.92,50,6.47,87.31,27.91,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,6,40,22.11,81,7.07,91.34,27.06,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
8,23,44,18.47,74,7.08,89.69,31,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
29,16,36,19.81,58,6.21,88.93,31.82,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
17,18,43,24.49,36,6.47,90.84,28.55,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
34,21,42,18.76,62,6.5,89.93,26.84,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
21,23,42,19.54,97,6.98,90.3,31.53,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,17,40,18.91,64,5.91,87.75,31.16,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
8,25,36,19.91,62,5.75,94.95,27.36,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,18,42,19.73,68,6.63,89.65,27.21,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,19,42,23.83,49,6.39,87.84,27.47,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
36,24,41,24.94,70,7.18,94.26,32.49,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
5,24,40,24.69,91,5.54,93.87,29.68,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,17,39,24.72,35,7.19,85.56,27.69,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
39,30,38,20.13,72,5.67,87.6,32.38,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
5,29,44,21.02,96,5.75,93.06,29.59,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
4,24,43,22.4,98,7.18,88.15,31.69,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
38,21,35,20.34,90,5.93,89.38,28.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
